vaccination_id,vaccine_name,date_given,next_due,notes,pet_id,vet_id
81fadca5-bfda-478a-8385-a6cbd072c6bc,Bordetella,11/17/2014,5/7/2022,Vaccination may cause temporary loss of appetite,2f8c62da-853b-4d30-91dc-beef9a376ce8,4d268e1f-3cdd-497c-a49c-bc6d75c3eeab
b8462ce5-e3c5-4dc4-af01-25a558ccc2b9,Feline Leukemia,2/17/2021,4/19/2002,Common side effects may include mild fever,d95f48cc-616a-4d5d-83ff-96027977d47d,6fa17213-2997-478f-88e3-7f421a65d670
ee95135d-1a3b-467d-a7c1-04d201c32b19,Feline Calicivirus,1/6/2020,7/14/2013,Keep pet calm after vaccination,fa9c6476-df8a-4e72-8606-a335d1b159ad,95f7dd28-b84a-4567-81c0-e53695328131
653d19c4-6aa0-4975-9342-e8365c752d40,Parvovirus,1/17/2024,4/4/2013,Administer booster shot in 3 weeks,a7ce1d5a-1645-4f5c-9d65-aea24e4d266e,d3b1e076-fa39-451b-978c-1ec5f2ab9e62
25a20bd1-7880-4b3c-831c-93841ae51dfa,Bordetella Bronchiseptica,5/13/2018,9/29/2021,Common side effects may include mild fever,b2a04c9f-ca6f-40c0-b915-9c85da5b003e,3889a284-e09b-4474-9570-0900d8832a1d
9bc070c8-dc18-470b-829a-15b0e0886f9f,Feline Leukemia,8/14/2008,12/28/2013,Watch for excessive itching or swelling,9759651f-644a-46e3-9bea-d8b23f664599,10fcbf43-8537-4af0-900f-a2fd5d375c54
430ba6cd-400f-4abb-91e0-c4da0373e461,FIP (Feline Infectious Peritonitis),1/18/2021,3/18/2001,Check vaccination record for upcoming boosters,7609f729-8578-4b1b-96ee-3b30c08ffc49,8107fe7f-b2ed-410c-bee6-e4031dad6450
3cbbd566-c91f-4c1f-9265-c60f249f13dd,Distemper,5/12/2011,12/8/2001,Inform vet if pet is pregnant or ill,fa5bc1aa-2c39-46b6-9730-be031bc35ee6,bd837107-da76-4455-ab90-2f15ed49f2ed
a40f34ba-e27b-4a0e-970d-e73e7ac96dff,Hepatitis,5/10/2012,7/3/2005,Administer booster shot in 3 weeks,bc4e8803-d22a-4c91-b29e-a6d2f47bfa8f,1c42e31c-c28b-4345-8116-39641c629011
4645c8ac-2d48-44d8-9eec-26cd4dccf035,Calicivirus,11/10/2016,10/6/2008,or lethargy,77249a40-6e97-415c-a4c7-06c75a7a213b,fd06252f-695b-42c5-bb7b-3050556b7cdf
e7605c3d-0fde-432f-abb9-26f822442256,H3N8 Canine Influenza,9/26/2007,1/16/2009,or lethargy,8d3bfb0e-47c8-4dfa-93eb-be5f3393a619,d6f1a525-9ad0-4c0d-a041-5e8af5162844
cf047e9a-dd89-49d3-8269-83231c0d18ee,Parainfluenza,1/19/2023,5/26/2001,Watch for excessive itching or swelling,9fa27500-109b-4d28-93e2-8064e0ccc4c1,04503ce2-1243-46f9-ae42-1af6f8ad168b
2b02e058-116e-4341-9e64-58253af8f187,H3N2 Canine Influenza,7/3/2022,8/5/2007,Observe for signs of allergic reaction,83e178a5-f15b-4bc7-9bb9-37beca36088a,d6f1a525-9ad0-4c0d-a041-5e8af5162844
15cc2422-3ec5-4e45-b624-9d97dc98298a,Distemper,2/27/2025,3/2/2025,Vaccination may cause temporary loss of appetite,dae3f1c9-588e-44fd-b076-b4f60c49dca7,d01b7e67-8401-4e15-b7f3-a215096b478c
a328cc30-033c-4913-ad57-3a31189bbc87,Hepatitis,3/24/2005,11/21/2024,Avoid strenuous exercise for 24 hours,9edb3065-9fb9-4486-bf9a-9d85e9ebe6c3,1c42e31c-c28b-4345-8116-39641c629011
fb78d5b3-48d1-4150-926a-0df48583ecbc,H3N8 Canine Influenza,12/17/2012,6/30/2011,Keep pet indoors after vaccination,4fd24f65-2c91-4e41-b202-dd26e84804cf,ad838a0b-2f6b-4517-ac01-6efa8c08f04d
c6175fc4-ffdc-4374-b8ba-cb55e0e87e99,Lyme Disease,4/11/2003,5/15/2001,Notify vet of any unusual behavior or signs post-vaccination,9cac5006-6131-4f27-861e-ec24afeb778b,6cf5e671-a006-4a0a-a550-87b2a42e0123
27a0ae4d-408f-4495-bd25-1efd8fdc16ee,RCP (Feline Rhinotracheitis,11/28/2000,1/14/2014,Notify vet of any unusual behavior or signs post-vaccination,c09ca923-2e35-4806-9ab7-a5c0f2c5da08,3c3068a5-c174-476a-aba0-6d6d40d097ce
d541b612-c5cc-4f35-bb8d-859090899367,Rabies (3-year),5/24/2003,9/2/2016,Avoid stress for the next few days,d01d5b31-7f79-4821-9509-6e9b1788029a,956c1eba-3a3a-4144-93eb-bb682410af5b
e1ceaffd-fdcc-4a27-a493-7d9717acb68e,Bordetella Bronchiseptica,8/23/2006,11/28/2021,Administer any prescribed post-vaccination medication,b3a5dd66-0876-4ab8-8edc-700754c26428,046e7437-99b9-4910-810c-ba512baf5dc9
c670a54e-7105-4650-b1b1-83d7eafdbc34,Feline Panleukopenia,3/27/2006,4/6/2022,Check vaccination record for upcoming boosters,b729e684-907f-4c54-ac17-5ea91087b3d6,8b3bf1eb-e145-4462-b600-02bb14e25c69
dffefcc7-5aa3-4761-a00a-46adfb4b34af,Calicivirus,8/27/2021,5/10/2020,Do not bathe pet for 24 hours,95e8f4ea-50bf-491b-a649-4b1864673b68,5f897080-971b-414a-836b-f285cdd7664d
d9c3306c-a3d3-401e-a7fc-2ad4beb542a5,Parvovirus,11/25/2001,3/14/2006,Observe for signs of allergic reaction,ff934437-8570-4a1f-bb0c-4e0f6caaf470,d3cee14d-a1c3-4e19-ab98-92b4990320de
a612d8a8-d98f-401f-9e41-b3f29122098f,Rabies,1/24/2022,11/6/2007,swelling at injection site,027ed66c-bb1d-4dab-9076-67c814f1563f,8107fe7f-b2ed-410c-bee6-e4031dad6450
c369a21c-3d7d-42fc-8ab3-9cdd928abc20,Leptospira,10/24/2022,5/31/2022,Avoid stress for the next few days,cd5ed4c5-9469-443e-846b-05075a64f553,a9f4a9ea-e300-41f2-9ec1-da286d86e81e
9ec9e6a3-e2f4-458b-be8a-858ae8d9e891,H3N8 Canine Influenza,7/27/2012,11/16/2014,Watch for excessive itching or swelling,96c8922a-4db5-49b7-be1e-8a11445e9863,39305a66-22f1-4f41-a3ca-438e5ac802ea
4577ecc4-8c8e-4a78-86ef-f4ef4d03f5e8,Feline Chlamydia,4/17/2008,10/31/2017,Inform vet if pet is pregnant or ill,abcc5604-0a3c-40f9-a3c7-238c2ad3b784,ea3e2dde-50c4-4441-ad45-fbc007839840
23f47cb4-18ac-4a86-a7cd-021b94b19e6c,Feline Calicivirus,5/8/2023,11/21/2003,swelling at injection site,caf82e82-ed24-4545-83d9-e2fe0d32a200,5cc2cf52-b07d-4856-8fb3-cabbbfba4cb6
eaf8b44c-8a38-4d60-8697-031d14337319,Kennel Cough,1/10/2019,3/30/2001,Do not expose to unvaccinated animals for a few days,81edc088-b15b-41b4-b83a-1286a28abe26,f9afc424-5634-40df-ae60-96d332a70aa6
87ede1a4-9f7e-4522-b580-5a37c0606e27,FIP (Feline Infectious Peritonitis),6/4/2023,11/23/2006,Vaccination may cause temporary loss of appetite,a20b67cf-3e27-4e49-a8af-6d2cbb168bf5,95f7dd28-b84a-4567-81c0-e53695328131
d5aaec8a-93b8-4ac5-8dc4-ed831fdb981e,Leptospirosis,5/30/2021,6/2/2008,Check vaccination record for upcoming boosters,58f6ab49-432a-4f9e-81d0-7d4941bb4b64,8107fe7f-b2ed-410c-bee6-e4031dad6450
3f489505-4fb7-4c5a-b077-e8335a9f54b1,Calicivirus,3/1/2003,9/16/2012,Ensure pet is hydrated,b806a382-066b-43cd-a0eb-d3bb4abe6652,de52a307-8248-4c00-977c-f4160d9cd3e8
6808da87-a5ea-48b3-bcf0-62bcb707c1e8,Adenovirus,11/25/2016,11/16/2007,Vaccination may cause temporary loss of appetite,94b0897e-ab43-49b1-8172-7caa1edbb95a,6cf5e671-a006-4a0a-a550-87b2a42e0123
3ace6484-590c-4e7a-9131-4a04864ba29a,H3N2 Canine Influenza,3/12/2008,8/9/2009,Inform vet if pet is pregnant or ill,fae181b5-3e54-48c1-91ff-ccc54cc5e6b2,fa708656-df65-46b0-b7a7-05d398594045
61df8981-8a09-4a87-ad73-389d3de825da,Leptospirosis,6/12/2014,10/26/2021,Watch for excessive itching or swelling,cdefc6af-a8db-4ec9-a427-0a3633bdf986,534a0a8d-c920-4ce5-ba07-23ee65cee8e6
0196f541-94ec-4c38-a9b1-612f924f6d3c,H3N2 Canine Influenza,11/14/2005,3/7/2004,Monitor for side effects,7c624bf5-2163-4593-9f84-c4e4ba8ae6fc,aa52c7ec-b63d-48a0-bd96-8515b6cfc07e
2178eac0-c00f-4270-9c5e-2364148f15ee,H3N8 Canine Influenza,5/23/2013,12/11/2020,Ensure pet is hydrated,7587acf0-1dd0-4dd5-b5e4-f6910fa261db,2f239ba1-7fcb-4f5f-b53d-ca2eed2bd6ae
89ea996f-6d5d-42e0-ac2f-919118be465d,Parvovirus,4/6/2000,11/21/2023,or lethargy,59605902-8bff-49d0-a586-36f53646819b,9ee0535d-01e8-499d-ad87-ac1f07201d3a
4f478b9f-74ff-40fa-9b83-27bd67ffe0e2,Feline Calicivirus,7/10/2011,4/20/2019,Do not bathe pet for 24 hours,a7ce1d5a-1645-4f5c-9d65-aea24e4d266e,e9e79837-7736-46ba-980c-9590776a4e68
f177c3dd-9508-4123-baad-d4f2647ad26c,Feline Rhinotracheitis,5/26/2018,6/17/2016,Keep pet calm after vaccination,88fdf28d-2ddc-4d75-9364-74c765f50d99,22cfc2d6-a583-4199-a599-69af90e6be42
85cd77bb-c398-4170-b867-db769c252c8f,DHPP (Canine Distemper,4/2/2002,6/29/2022,Observe for signs of allergic reaction,0e41b120-0e98-4d71-9b06-92b91a61a694,ea3e2dde-50c4-4441-ad45-fbc007839840
259512d5-4e7b-408a-891b-f9746896fba0,Panleukopenia),8/20/2000,6/12/2024,Check vaccination record for upcoming boosters,7696e69c-2427-4fc1-8a56-21691daf8aa4,8ffbf7a9-f8f8-4617-b701-0e2d1de36733
842b4639-6ccb-4f32-98b3-22e4794661df,Feline Panleukopenia,4/10/2008,3/9/2024,Ensure pet is hydrated,d82d3bcd-974d-4dde-9771-c590b5da0c34,fa708656-df65-46b0-b7a7-05d398594045
f33747a1-3eff-42dc-b888-0d1777502696,Canine Influenza,6/21/2001,7/11/2019,Monitor for side effects,3444665e-ca20-42b2-9e4a-d59ca9539bb7,92c667c9-9dc8-4c9a-a4c7-5ef3572a997f
e0e4a8e4-98d0-4ace-ade8-cabd863fd062,H3N8 Canine Influenza,7/31/2011,5/6/2017,Common side effects may include mild fever,2bc6488d-c085-4162-9001-fb8f2af42ee6,733aedd6-e7e6-4ca8-b44f-f7f16cf70d74
009d968d-6f52-4681-a7c2-f804e7ad722d,Hepatitis,10/25/2011,2/25/2012,Follow-up appointment required in 2 weeks,5b842675-36fc-4ef1-b183-48f5cd85a740,d01b7e67-8401-4e15-b7f3-a215096b478c
afb84b5f-ed59-4ad5-9608-6c38a8e767c6,Feline Rhinotracheitis,8/30/2006,10/26/2013,Ensure pet is up-to-date with previous vaccinations,0ff70ff6-4c2d-4e13-87a0-e6631672a6b1,d43a714f-e588-45a0-89db-17076cfbc3ab
458d36b2-2780-4ebd-a012-54bdb49dd556,Adenovirus,10/6/2024,8/8/2012,swelling at injection site,9fbab8d7-2a5e-44d2-ad66-86a632d0d413,b894e284-d6ea-487f-a6b8-a77c33ade36d
db0f85fb-c518-46ad-b044-dd00a779aea1,Hepatitis,6/13/2020,1/26/2013,Do not expose to unvaccinated animals for a few days,9be4958a-37c6-4939-8143-265111a1a8c3,80e707c4-4c40-40f5-adc9-927fcae80f17
4479ac8e-44c2-4466-b14e-367560795ec4,Kennel Cough,4/6/2003,3/29/2013,Notify vet of any unusual behavior or signs post-vaccination,b2e4da60-9a59-465f-b9d8-ba7567589194,aceaa675-8e2c-44f9-9939-dbf5998d55b3
15f3c7d7-30c8-4c49-839b-0fe7fd1c3ef2,Panleukopenia),4/29/2003,12/12/2006,swelling at injection site,8b898ef6-4a22-49b6-8ba1-a0acc964e3f9,e1ddc76c-3d35-47c9-b6b2-d8655a809d57
625abd47-a077-4fc7-9081-620e3443fca0,RCP (Feline Rhinotracheitis,10/30/2005,2/6/2011,Do not expose to unvaccinated animals for a few days,29802eba-4f5d-46f5-a5bb-340c050c9509,82852627-7d5e-4d6e-8721-4a2572fe0a35
c97ab187-f919-4d8f-82d0-9158df56ec0d,RCP (Feline Rhinotracheitis,11/27/2003,3/7/2009,or lethargy,41e27374-efd7-470d-a8ed-4ad51ea096a9,d3ead0f3-f2ff-4a9d-bbae-6fedf298b34f
b3500240-3374-46d0-bbdc-f039c08133ef,RCP (Feline Rhinotracheitis,1/22/2023,11/17/2021,Keep pet calm after vaccination,ab2c0e90-750a-4340-a2c6-49af96100dfa,30e5dac2-99e4-4a74-852e-b400c2018e19
8807c54e-6491-48c1-84f6-c9053ccc806c,Parvovirus,11/16/2024,7/8/2003,Observe for signs of allergic reaction,c7c0af68-6b0e-43b2-adf8-4c784db05ee4,75139bb8-d800-42c7-9545-c9d3cfa628c1
207472c5-6f94-490d-b2a3-c13c565b16fb,Lyme Disease,9/7/2015,7/11/2000,Observe for signs of allergic reaction,627d7686-39af-4fbc-9974-52395803caae,8ffbf7a9-f8f8-4617-b701-0e2d1de36733
954a7a38-f901-48da-9c61-7bc753353e2d,Adenovirus,8/26/2003,1/27/2021,Vaccination may cause temporary loss of appetite,7e3ac777-1f84-4ef5-83a4-3723a9e7b82c,556f918f-e3d9-4e1c-ba4a-7fee0e5c4e49
02005968-1b9d-4389-b013-35588f1a8217,Parvovirus,7/1/2014,4/3/2016,Common side effects may include mild fever,88902bcf-4e25-425b-ba18-260fd4999679,90f8c645-608f-4326-9683-6e9b91e1c469
8ca97fa8-4261-4f7f-b896-b761b5eeda21,Feline Panleukopenia,7/24/2016,1/26/2018,Do not feed immediately after vaccination,447dc1b3-313b-4b94-8c9e-85be638de666,e35e3077-e068-434f-b35b-34afcae9c7d4
c9cbf17b-9cd6-4163-994f-244d12b3a620,Feline Leukemia,3/7/2013,3/16/2009,Notify vet of any unusual behavior or signs post-vaccination,a26603bc-9fec-4f89-ac70-d452b0b775f2,80e707c4-4c40-40f5-adc9-927fcae80f17
2b4775b2-b5f9-4c0d-872a-cb8749864870,Feline Rhinotracheitis,4/12/2009,3/26/2020,Administer booster shot in 3 weeks,1f4398bd-85db-4201-8fcb-2b0256fbd806,e9e79837-7736-46ba-980c-9590776a4e68
4ed0b5e2-49e8-4af5-94b0-039c21f39d02,Parainfluenza),11/19/2021,1/25/2011,Watch for excessive itching or swelling,09c1ea0a-6710-4d1b-bed8-5396475c5c12,fa708656-df65-46b0-b7a7-05d398594045
cd579735-8069-45b2-ad53-28e3a8863bbb,Feline Rhinotracheitis,1/14/2017,12/13/2013,Administer booster shot in 3 weeks,5497b1fb-2fbf-40e0-8f29-7f385a9c9366,9028ba15-2fb3-4724-a2f6-dc3a41079583
133a72f1-5d33-4d6e-a1bd-ad35f8d3e9be,Lyme Disease,12/26/2021,2/16/2022,Avoid stress for the next few days,b802b0d7-da8e-4ec5-a924-57c1e1a05bb9,b8c284f0-4876-4617-b087-5fe5b9485996
ff46e49f-e135-4334-b487-62bca395aced,Feline Calicivirus,6/28/2021,9/17/2015,Administer any prescribed post-vaccination medication,3d621d45-2391-4c6e-88db-02a0e4028685,116ba9dc-4554-45e0-855e-07a6a7f55ff5
52963eb0-4ae1-490e-aae0-fd794e0cd867,Panleukopenia),3/6/2013,7/5/2009,Keep pet indoors after vaccination,9fbab8d7-2a5e-44d2-ad66-86a632d0d413,f55af8ba-7b96-48c5-81f6-a5187d4c16b1
5ab35790-0421-4b74-9a3c-86f90f294590,Feline Calicivirus,9/1/2013,11/8/2018,Check vaccination record for upcoming boosters,10ecee5b-d158-40b7-af44-87539370238b,4168f51d-c2fe-4952-8416-57868f4035e0
ca4fb75c-9bd3-4b35-98f2-c34037100be8,Leptospirosis,8/24/2016,4/19/2015,Do not feed immediately after vaccination,4039c7c6-b9b3-45e5-90eb-dd20a3da6d06,f9afc424-5634-40df-ae60-96d332a70aa6
42dc2a84-d9ee-4989-afd7-8f2071e0a84f,Hepatitis,1/19/2019,1/14/2001,Do not feed immediately after vaccination,6e472953-640c-4332-b855-0d45ad4a01a5,d2f12571-b206-4b77-a85c-5a887bc11300
99f7ce06-b6f5-49bf-bb84-548aa17fc851,Parainfluenza,8/27/2008,2/14/2018,Vaccination may cause temporary loss of appetite,3fab74fe-ad48-4fb0-a8a3-ea2edf71c6d5,46a18e9b-874f-465c-9eeb-9f42b5c782de
3ed623ef-9a7a-43a2-bf6f-e41fd7cb418b,Feline Leukemia,3/31/2025,5/10/2008,Keep pet calm after vaccination,3237775a-58a8-4918-b161-69e0f7cfa512,5f897080-971b-414a-836b-f285cdd7664d
78291b06-26e9-4761-9ae8-f41bffdf7a47,H3N8 Canine Influenza,3/15/2020,9/10/2021,swelling at injection site,59281984-ea6b-423a-a868-a7a602d8738d,7d70ed67-a9b0-428b-a58d-04291a486adb
34469704-b096-49ca-84e2-eb51f8c915ad,Rabies,7/1/2001,6/16/2015,Observe for signs of allergic reaction,60de1c36-b269-4862-a123-d2a49b37d90d,d15a3590-f9ff-4cce-a728-56d6221344ba
51f28568-d67d-4d6e-a8c6-fb9ed0e57b5f,Calicivirus,2/14/2009,5/18/2008,Observe for signs of allergic reaction,a15dee96-7e82-4cdb-aa37-adde6776c726,e35e3077-e068-434f-b35b-34afcae9c7d4
74f6619a-20a7-43ff-9e02-41837348d96b,Feline Rhinotracheitis,5/26/2018,9/8/2011,Common side effects may include mild fever,4e644076-1568-408e-bef9-4239fa92ee76,90f8c645-608f-4326-9683-6e9b91e1c469
344a946a-71ca-4cb9-b4d0-fd1f1dce86c6,Calicivirus,10/8/2018,7/16/2023,Vaccination may cause temporary loss of appetite,026dc48f-1220-4296-befe-981f6790f06c,b80215bc-fe1b-4781-98da-6b63b6dd2469
4305e0d0-cc3c-4019-aca1-263cd170829e,Tetanus,4/28/2017,7/6/2004,Observe for signs of allergic reaction,a98c5490-67b3-4cda-a84a-ddc2add79632,a9f4a9ea-e300-41f2-9ec1-da286d86e81e
5d6b643f-4998-4d86-85d1-5804e757dd90,Bordetella,1/20/2006,10/27/2022,Administer any prescribed post-vaccination medication,b6b3bc2f-52ae-4d11-ad80-d1ddc296e4e3,3396c0f5-1d1d-48c9-8d62-59e1d84ce3ca
0efc73bb-640d-4c8a-93db-cc425571c1dc,RCP (Feline Rhinotracheitis,11/7/2014,8/10/2015,or lethargy,f7abc95b-584c-4e0f-b790-f71d2a340dc2,ee68f715-c13b-42c8-b389-1e7eb902e3ec
f087f145-2556-4442-9f89-dddc1d11b2aa,FIP (Feline Infectious Peritonitis),12/20/2008,11/29/2022,Follow-up appointment required in 2 weeks,55ad24f8-9c14-47c7-a80a-50bbc4ff31ee,53f34619-10ca-4e6b-9bb9-98af7cf40298
da1f5c8d-29e7-491e-81f7-8142511221e0,Parvovirus,12/31/2010,11/22/2019,Notify vet of any unusual behavior or signs post-vaccination,d01d5b31-7f79-4821-9509-6e9b1788029a,39305a66-22f1-4f41-a3ca-438e5ac802ea
a07e0642-5f98-4f62-8f1f-85949396ea5c,Lyme Disease,5/12/2001,5/16/2017,Watch for excessive itching or swelling,15728fe6-2f41-40fc-b58a-6ea20520de2c,6b000f15-eaa0-4b50-84c5-386276863b15
b7cc82d8-04ca-4e70-8e45-4631c814a160,Parainfluenza,8/11/2008,9/27/2022,Keep pet indoors after vaccination,e80b9a3f-88c1-4027-9757-b8a8c84bddcc,046e7437-99b9-4910-810c-ba512baf5dc9
2d1daa19-ee90-4ca1-8e83-a9d72c977f09,Kennel Cough,2/1/2025,5/7/2014,Vaccination may cause temporary loss of appetite,bf2efc5e-10a4-4754-8d90-307d4fb36211,ee68f715-c13b-42c8-b389-1e7eb902e3ec
720c428b-c661-4d0e-9419-2af0078e375c,RCP (Feline Rhinotracheitis,11/17/2006,6/23/2020,Inform vet if pet is pregnant or ill,d01d5b31-7f79-4821-9509-6e9b1788029a,2d3bda44-92a2-4581-b86a-8ca3fe33ffbc
80dda728-25ba-46f6-a01a-31158b94a49b,Panleukopenia),11/2/2004,5/19/2009,Ensure pet is hydrated,a9098263-6436-48ad-804b-1700696f24d7,5138111f-d091-413b-91ea-6e3775feaf50
34cdc44c-0fef-4beb-9689-01d6b5f28197,Rabies,7/7/2007,10/20/2024,Keep pet indoors after vaccination,be3db934-cad0-4a9c-b76d-a34579d7c918,36cf5e41-9389-49c2-a270-f71fed091abf
285c7138-293f-44be-9095-604790408685,Feline Chlamydia,5/6/2014,6/29/2004,Do not feed immediately after vaccination,efdf1d10-b7fa-44f8-8b3c-838755cc2121,10fcbf43-8537-4af0-900f-a2fd5d375c54
c639cb0c-5408-4e13-9d21-340c03524a8b,Feline Chlamydia,6/18/2003,11/8/2020,Keep pet indoors after vaccination,7b6434b6-e3b9-45cb-a1a7-cc5e6e3d2c28,8107fe7f-b2ed-410c-bee6-e4031dad6450
297378ed-3e94-4787-bc9a-61a3cc4b8755,Rabies,7/25/2015,6/12/2009,Avoid strenuous exercise for 24 hours,79d6ca70-eaa8-42cc-9324-8ede7331f90d,9028ba15-2fb3-4724-a2f6-dc3a41079583
eba827bb-03c8-4b0a-9a3f-453ce8cc19e1,FIP (Feline Infectious Peritonitis),9/18/2015,4/27/2021,Keep pet indoors after vaccination,8f242f5c-c178-44c4-92cc-df30cddf8472,816d02ba-3bbf-4d46-b116-e33da7f614c9
41e4223a-304b-4d4e-b751-90a9e76c8aa9,Parainfluenza,1/18/2009,4/5/2006,Monitor for side effects,add25e35-e056-456c-bb6b-1047ff57ee82,7d70ed67-a9b0-428b-a58d-04291a486adb
61831f32-502d-47de-ba60-38d9311d6cb1,Feline Leukemia,2/8/2015,11/4/2017,Observe for signs of allergic reaction,861002c7-7394-4522-862b-0d446b096484,69aafdbd-6faa-404b-8997-7bbc6a2494e2
21d8c299-ccfd-4359-a78f-9ecfdf2ee5bf,Canine Influenza,7/23/2015,6/20/2001,Watch for excessive itching or swelling,7c4a95c7-91d1-4b30-9960-b8698f4119ef,673dc36e-f276-4e88-8c62-bca1dcf32ea1
eb3961ee-ede0-48f9-a99b-e7a1e096128a,Parvovirus,10/11/2012,12/2/2021,Do not expose to unvaccinated animals for a few days,9d49a59c-710b-4ed2-8162-cb587f14d7a1,7be01214-248a-4ca1-a35f-e6a24b140cb8
5fb41fe6-cfd3-4d89-9a0c-307695e45982,FIP (Feline Infectious Peritonitis),10/5/2015,10/11/2014,Avoid strenuous exercise for 24 hours,78cfbc3e-df02-427c-80e4-84326a83d084,4d268e1f-3cdd-497c-a49c-bc6d75c3eeab
b8211e16-02bd-4a7b-a886-bec7a3c4ee71,Feline Panleukopenia,10/26/2023,1/3/2013,Do not bathe pet for 24 hours,234f4d30-e4bd-4ff8-ad23-420ef6aa8dd4,06879170-70e7-47e0-804c-214d61f5d003
327973bf-a807-4231-817b-457192e66ce2,Tetanus,4/23/2019,10/26/2005,Avoid strenuous exercise for 24 hours,f2f4dc34-73ce-4ea2-97b1-20793cba965a,aceaa675-8e2c-44f9-9939-dbf5998d55b3
b3d2d23a-f834-4be5-8162-5837287c474e,DHPP (Canine Distemper,2/18/2020,3/6/2007,swelling at injection site,319924a2-5772-458a-abf8-d2b567a71e85,aceaa675-8e2c-44f9-9939-dbf5998d55b3
186bada5-fdfb-4b00-a1ad-daae053ef7e8,Parvovirus,8/24/2004,2/5/2022,Keep pet indoors after vaccination,f941cf53-e273-47ee-a0c4-669c393d79ec,1dc3a843-bff8-4aaf-8900-61d38a92e100
fa7ce520-857d-42a1-ad43-568c9040ee1d,Feline Calicivirus,3/16/2023,3/7/2015,Ensure pet is up-to-date with previous vaccinations,0e738742-c8dd-4eee-971f-9c6f76e255d1,b3fedd10-2923-4ed9-8bdd-5a24a3351072
5275abc4-617f-4a2e-8053-cb84a6d6aa94,Feline Rhinotracheitis,8/7/2023,3/7/2016,or lethargy,7b6434b6-e3b9-45cb-a1a7-cc5e6e3d2c28,4d268e1f-3cdd-497c-a49c-bc6d75c3eeab
07d2eca9-dc49-4eaf-9960-e48f76b6eb69,Distemper,5/17/2012,6/18/2015,Follow-up appointment required in 2 weeks,70999efa-cf49-46dc-9cdf-87afe1d7d146,6420d4a4-df96-479c-bbf0-cfb2d078ecf7
fa8398bc-5653-49c2-a06c-0460bf745431,H3N8 Canine Influenza,5/15/2018,4/3/2021,Do not bathe pet for 24 hours,9ec5abfe-1ad4-42d7-8681-37040b70e020,7be01214-248a-4ca1-a35f-e6a24b140cb8
da91ffe1-02c7-44f2-b048-0136e0c1f216,Leptospira,8/5/2012,12/22/2006,Do not feed immediately after vaccination,a711e4ef-ffdc-4ea7-95b9-cfe0c422da80,1c42e31c-c28b-4345-8116-39641c629011
2ded9274-e082-4667-8b70-7286453c2e1c,Leptospira,4/20/2018,11/2/2014,Vaccination may cause temporary loss of appetite,16131367-5d09-465c-97ef-6a2ade734517,9224d36c-02f0-4bbf-ba4e-534de88ecbc4
b6467ec4-003b-45c8-b7ac-d5293ae32229,RCP (Feline Rhinotracheitis,7/14/2016,4/27/2007,Monitor for side effects,f9b23567-c2b4-48c5-8bd6-138ef151f9cc,2c7c2c60-3a11-4e88-abec-fd423ee25cc7
f8ef4f06-b375-4da0-8955-e99ce6b24b76,Leptospirosis,5/3/2015,10/28/2000,Avoid stress for the next few days,3cd6f461-0b1e-45dc-8710-610a08f9631d,e1ddc76c-3d35-47c9-b6b2-d8655a809d57
64097b4e-6bdf-4292-9e71-20f10b293242,Feline Leukemia,12/31/2003,7/8/2018,Inform vet if pet is pregnant or ill,312d65a1-e4b9-488b-91a3-b07791123ab9,d2f12571-b206-4b77-a85c-5a887bc11300
c1e6b37e-75a5-4faa-ab43-589ef5d3e065,Hepatitis,1/7/2014,7/27/2020,Ensure pet is up-to-date with previous vaccinations,857c7a84-2fed-453c-8705-8d6232a57c9c,c1f8d5b1-96ce-4dd2-86e3-c2e451a21f59
11ee6da5-60ac-42c6-80a8-fce480e1352b,Feline Panleukopenia,11/22/2001,3/7/2006,Avoid stress for the next few days,37ac233a-d22c-4a53-9a4a-4d7bdaa9aa1b,fdabea79-f3ff-4311-93b4-9976c17350f5
9dd5dce9-028d-4f0b-9d67-a1d59034118a,Feline Rhinotracheitis,6/9/2016,11/6/2004,Vaccination may cause temporary loss of appetite,f7abc95b-584c-4e0f-b790-f71d2a340dc2,ff80b442-fa33-47bc-ae1c-62dfcda5af4f
0043e0a4-bcc5-4239-9178-123ae59ff8dd,Feline Panleukopenia,6/25/2021,9/24/2018,Follow-up appointment required in 2 weeks,e09c82c0-e574-4619-9629-11b9ab9c27ff,ad838a0b-2f6b-4517-ac01-6efa8c08f04d
a2562460-9071-46ef-b574-e9dd1df86098,H3N8 Canine Influenza,9/9/2023,10/18/2011,Ensure pet is up-to-date with previous vaccinations,ea05749b-7ec0-40f7-8418-7379ad85c8cb,1c83e052-3cde-4332-9b7c-ede6a5098ff4
6b346baf-3cc1-4200-a6d8-cd35ba06227f,Feline Leukemia,10/8/2016,5/28/2019,Follow-up appointment required in 2 weeks,c6751772-f498-446e-b657-f3244d9f00b2,fd06252f-695b-42c5-bb7b-3050556b7cdf
4adf86cf-a8aa-45c7-9038-b1c5dbac7c76,Parainfluenza),2/14/2019,4/9/2009,Check vaccination record for upcoming boosters,f466ccdc-92ce-47a2-b3a6-c08580a12891,de52a307-8248-4c00-977c-f4160d9cd3e8
