record_id,diagnosis,treatment,notes,date_of_visit,create_at,update_at,pet_id,vet_id
598d753b-70c9-4073-bd81-3f4eb1ff204c,Respiratory Infection,Skin creams,Keep pet's environment calm,9/25/2023,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,97a25edc-ed42-4917-810e-55bde52bc59d,de52a307-8248-4c00-977c-f4160d9cd3e8
69fe6375-c2e6-4907-a7b5-153682b227b0,Flea Infestation,Anti-inflammatory medications,Schedule dental cleaning,10/3/2004,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,8b7a3a37-169d-4126-b74b-9ddc17741041,843d6843-d4b7-4bc6-b4bd-b1178d1fe38a
96edacf6-3470-472f-9761-c3ee333ccbc1,Arthritis,Surgery,Needs regular exercise,1/6/2014,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,5dde9772-71fb-444f-a48f-61dfa9d367a5,21c929ea-69b1-4422-823b-35f2b4a913a9
105a58e3-f625-42fb-8327-501ddd6c4c0f,Ringworm,Antifungal treatment,Monitor weight regularly,12/25/2013,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,fa9c6476-df8a-4e72-8606-a335d1b159ad,53f34619-10ca-4e6b-9bb9-98af7cf40298
8063b0c3-c6e2-45af-8797-87f197a12cbc,Allergies,Eye drops,Needs regular vaccinations,12/27/2003,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,a5606f66-456e-4e56-9467-4218068ae1dc,0f10e7c0-877b-45c0-bd18-4d9efdd46061
fc9a01a5-702c-4707-ab68-fdf82aef51de,Dental Disease,Insulin injections,Needs regular exercise,5/8/2009,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,b5d59d80-d333-4108-8789-af60ebe0d6cc,ee68f715-c13b-42c8-b389-1e7eb902e3ec
09b93d0a-b44e-4478-8173-3c0a4ac88dc7,Kennel Cough,Surgery,Keep pet's environment calm,9/5/2018,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,79d6ca70-eaa8-42cc-9324-8ede7331f90d,36cf5e41-9389-49c2-a270-f71fed091abf
a82b21f6-be2c-4aa5-a25f-c27551baccf8,Hip Dysplasia,Ear cleaning,Avoid interaction with children until fully recovered,3/18/2011,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,0cb61ac8-284a-44db-9d5a-b78f047b2b5c,7d70ed67-a9b0-428b-a58d-04291a486adb
7b5c5dd9-bdf1-4fc5-a62e-c7b75e5a738c,Cataracts,Fluid therapy,Keep away from other pets,10/28/2001,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,e4b3a930-178a-4a0f-80ac-461b255dd1fa,7d70ed67-a9b0-428b-a58d-04291a486adb
613d4423-2aef-439d-a107-7079020330fd,Respiratory Infection,Dental cleaning,Clean ears regularly,6/3/2000,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,d542bd76-8285-4116-829c-10a6ae339482,6b000f15-eaa0-4b50-84c5-386276863b15
5f93399e-bbaa-48f5-9141-f11cdc1d2c7c,Gastritis,Skin creams,,11/10/2008,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,7a3e7990-c270-4e91-a3e2-6f93d2c0e08f,2c7c2c60-3a11-4e88-abec-fd423ee25cc7
f4743e96-2ed2-44f0-b511-0d7710f757c4,Allergies,Antibiotics,Monitor weight regularly,2/4/2017,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,fae181b5-3e54-48c1-91ff-ccc54cc5e6b2,06879170-70e7-47e0-804c-214d61f5d003
0dde5106-c85f-4d6f-858b-e02d0aa157b3,Tumor,Ear cleaning,Record symptoms for next visit,2/4/2007,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,2471c45a-b7f7-4170-93da-bfee7ee7a0b8,7a278e2d-3850-4e08-b66b-8810c81fb30e
1b844c19-d13e-48b2-9803-b74007b65cdf,Obesity,Special diet,Needs grooming every 2 weeks,11/5/2008,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,e6b6f7b0-883f-4063-8824-e71675540c0e,6f15ac7b-e857-41ae-b67b-b176dd8cedbc
69566e53-304a-4c09-993d-c3dba277858e,Kidney Disease,Joint supplements,Schedule dental cleaning,12/26/2011,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,f2f4dc34-73ce-4ea2-97b1-20793cba965a,ad838a0b-2f6b-4517-ac01-6efa8c08f04d
0c82a763-372d-46eb-a36a-039faf8b896d,Heartworm Disease,Nebulization,Avoid direct sunlight,11/24/2001,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,ee1da083-9ca9-4fc5-a497-21339b9df3bf,d3ead0f3-f2ff-4a9d-bbae-6fedf298b34f
bbf27ad8-ea74-4179-9fd6-04282200b41a,Gastritis,Flea treatment,Record symptoms for next visit,7/15/2016,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,6e4d32ce-b93e-45a3-a274-630e0dfbc61a,b80215bc-fe1b-4781-98da-6b63b6dd2469
9e3c5b0c-70f9-49d0-9820-6330721bc6d9,Tumor,Steroid injections,Limit treats,1/17/2021,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,1005abe2-49db-4a81-9124-f586b6538995,2d3bda44-92a2-4581-b86a-8ca3fe33ffbc
b47ccb75-25f4-4eaf-ab58-25d644aae7d7,Worm Infestation,Special diet,Monitor weight regularly,2/9/2001,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,09e1d207-b425-4afd-a554-719abc98cc7a,59a5799b-f267-4a79-9919-35e5524f32e8
f2fa0e98-109f-4078-b868-216a195dbb94,Eye Infection,Dental cleaning,Keep pet indoors,9/5/2002,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,296acf71-fdb9-454b-b244-c232f377ffa4,69aafdbd-6faa-404b-8997-7bbc6a2494e2
c763bdae-625d-478a-8e47-2366b6562243,Vomiting,Behavior modification,Wear a cone for 5 days,10/16/2015,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,b6fc902c-f1a6-4e87-8f9d-ab951eaa3d79,d2f12571-b206-4b77-a85c-5a887bc11300
2f11b44c-c80d-49ec-8f3d-109651b703ba,Feline Upper Respiratory Infection,Decompression therapy,Needs grooming every 2 weeks,2/27/2014,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,8662b0d4-9a08-403e-83a2-34afe3340912,95f7dd28-b84a-4567-81c0-e53695328131
29fc4051-125a-47f3-80af-39c84ef102a6,Worm Infestation,Fluid therapy,Ensure sufficient hydration,4/17/2008,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,420e2947-6082-4b87-ad6a-0d6614eaf147,d3e25d60-5188-44d7-b270-9838793a6661
898e4c8c-7e99-4896-8c2a-eee2a208a3dd,Feline Leukemia Virus,Surgical intervention,Should be kept in a cool place,8/10/2023,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,37ac233a-d22c-4a53-9a4a-4d7bdaa9aa1b,71388745-ca94-490e-b396-5d964572341c
cc488043-9963-44a8-9ddc-997d10d7cb4a,Diabetes,Nutritional therapy,Avoid strenuous exercise,6/13/2022,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,4023d06e-7905-48a7-b40b-13ca8303b9e2,92c667c9-9dc8-4c9a-a4c7-5ef3572a997f
ccce0193-be4c-4cea-9b84-9213b9a28b00,Kennel Cough,Ear cleaning,Limit water intake,5/7/2000,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,ae373ed0-17c0-4b60-a408-46267eda2355,b5f494d8-05cf-48d2-97b1-4cc74c26f9ab
192e8cc3-064c-4b97-b37f-e69bd9dc1d8a,Feline Upper Respiratory Infection,Nebulization,Keep wound dry,3/2/2014,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,3ce9e1fa-ff89-41bf-aebc-deb5726ed997,e1ddc76c-3d35-47c9-b6b2-d8655a809d57
16208958-ff60-404f-9347-ce16fcf818b1,Diabetes,Surgery,Check for swelling,6/16/2015,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,6818be6d-9ae7-4bba-a9c3-c43f762aaa0f,30e5dac2-99e4-4a74-852e-b400c2018e19
62d134d5-1764-4893-a895-91cfc300ea2c,Autoimmune Disease,Fluid therapy,Do not feed after 8pm,8/14/2012,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,15c45032-67c3-45bf-b6c7-98f0dca765cb,0f10e7c0-877b-45c0-bd18-4d9efdd46061
38bf11cd-70a0-4bcd-8be8-12320cc5c278,Allergies,Topical ointments,Requires special diet,9/30/2004,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,a16e75a2-5a08-4b1b-91f1-892a5cd3a1e9,c1ef28d6-ed37-4772-932d-1c00976284d9
66bfb9e3-3ae5-410c-bc68-33e34de80be6,Feline Upper Respiratory Infection,Vitamin supplements,Limit water intake,10/14/2010,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,f217d766-f029-4018-8140-90d34c7b1a74,7be01214-248a-4ca1-a35f-e6a24b140cb8
4baa288f-dd2b-4bca-acef-589cb4c15675,Hypothyroidism,Antibiotic cream,Ensure sufficient hydration,9/26/2004,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,7c4a95c7-91d1-4b30-9960-b8698f4119ef,49b2f9ba-653b-442b-a78c-6e695e5bb98a
e2872844-c06c-4b7f-9798-c0dfc972f044,Diarrhea,Fluid therapy,Apply ointment every 8 hours,8/21/2015,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,ab2c0e90-750a-4340-a2c6-49af96100dfa,ea3e2dde-50c4-4441-ad45-fbc007839840
b762876c-390e-4e73-925d-7e054b183650,Urinary Tract Infection,Cold compress,,1/2/2010,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,b4556c90-88ae-49eb-a24c-dd76cb758ec3,7be01214-248a-4ca1-a35f-e6a24b140cb8
f5718b28-7801-439a-92e5-b7854d890085,Ear Infection,Flea treatment,Avoid interaction with children until fully recovered,4/27/2000,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,777ed98f-87c3-41ee-99c3-ea73a6778eaa,bc34e8da-60d8-4f6d-9d4f-de73f99c77d1
934f38c6-f763-4a61-b97f-dce9850e4935,Dental Disease,Antifungal treatment,Keep pet's environment calm,7/27/2003,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,8f242f5c-c178-44c4-92cc-df30cddf8472,673dc36e-f276-4e88-8c62-bca1dcf32ea1
e16c0baa-ca3e-456d-b962-501ba07ac27f,Respiratory Infection,Joint supplements,,3/10/2015,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,b2e4da60-9a59-465f-b9d8-ba7567589194,4a845538-fa02-4876-a72a-6362160493fe
40c5cef4-c9a1-41da-b4aa-9b886249405f,Gastritis,Laser therapy,Keep away from other pets,9/25/2020,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,8b7a3a37-169d-4126-b74b-9ddc17741041,116ba9dc-4554-45e0-855e-07a6a7f55ff5
81c49257-f4c6-4d7a-b78a-da8325f49cd7,Heart Murmur,Radiotherapy,Follow-up visit required,3/4/2012,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,4c151b1b-524b-4dc8-b463-937c320a9bf1,556f918f-e3d9-4e1c-ba4a-7fee0e5c4e49
bb67cf8f-c529-4e7b-ad6a-2d86de96b1e0,Heartworm Disease,Anti-inflammatory medications,,3/18/2016,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,e349f5b6-ce76-4dda-bdb6-b7a87c832248,59dec043-c4be-45c4-8284-816ead71a20f
e1a8e7af-71a8-4d38-83c9-92b9dd1fc8b4,Ringworm,Antifungal treatment,Needs regular exercise,2/24/2004,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,d6271cfb-f135-47b7-912b-2fb12168eed5,69aafdbd-6faa-404b-8997-7bbc6a2494e2
040097f1-1c7f-411f-a27f-2f7b96a09968,Cataracts,Chiropractic care,Avoid direct sunlight,5/2/2002,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,13df93bf-e079-444c-b0f1-bd237586e3da,75139bb8-d800-42c7-9545-c9d3cfa628c1
d5888116-e55c-437b-aebd-8436e7259e55,Anemia,Flea treatment,Keep wound dry,3/3/2015,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,7a8ac8b1-f199-4298-baa6-436618728df9,ff80b442-fa33-47bc-ae1c-62dfcda5af4f
91349fe5-6f7f-4863-b177-332d046675ef,Tumor,Vitamin supplements,Needs regular exercise,11/18/2002,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,150e24b8-54bc-40a5-9398-e288685e4cf6,214b2ba1-82ec-4777-9c73-11930c64b1f3
cc7fe574-df44-42b8-9409-e18c43c45565,Eye Infection,Heartworm prevention,,6/19/2022,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,2a586f6c-c5fc-439b-b8fa-a477c47f891f,b894e284-d6ea-487f-a6b8-a77c33ade36d
5e2efdb8-e537-4e5f-a45e-8a158057b499,Skin Infection,Antifungal treatment,Clean ears regularly,8/12/2006,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,801fb69a-f6a6-4514-b940-316a898c9e61,6f15ac7b-e857-41ae-b67b-b176dd8cedbc
e2dc05ef-6a51-4119-a0ef-1923971c929a,Feline Leukemia Virus,Decompression therapy,Keep away from other pets,1/25/2010,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,7e2d3690-938c-4be4-9151-7041c6285692,046e7437-99b9-4910-810c-ba512baf5dc9
26afcb0c-79bc-4d58-ba54-044829ac570f,Fungal Infection,Surgery,Schedule dental cleaning,6/3/2023,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,e80b9a3f-88c1-4027-9757-b8a8c84bddcc,2f239ba1-7fcb-4f5f-b53d-ca2eed2bd6ae
183f695c-2706-4a4a-aba0-956f1e54b225,Fungal Infection,Radiotherapy,Avoid interaction with children until fully recovered,8/18/2013,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,361d49db-944f-4007-a623-df4128038312,f55af8ba-7b96-48c5-81f6-a5187d4c16b1
5b324467-00bd-4881-a994-2eebd7be544d,Diabetes,Surgery,Requires special diet,10/5/2001,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,0ec65a4b-4b9d-40f1-a5bc-b7c7cfbf1cf8,59a5799b-f267-4a79-9919-35e5524f32e8
27379f08-57b5-4e05-8eb7-629f5262796f,Tumor,Surgical intervention,Monitor appetite,3/15/2009,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,ea12037f-f1a1-42f0-b06e-a84fc44e0d9b,46a18e9b-874f-465c-9eeb-9f42b5c782de
f5e8094e-6a7d-427a-9f2f-99828e862176,Cushing's Disease,Skin creams,Avoid scratching,7/2/2003,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,653a0499-59d0-422d-8f0e-03f2f85b32ea,59dec043-c4be-45c4-8284-816ead71a20f
ef427306-8715-438d-8be6-e4f39296f333,Respiratory Infection,Laser therapy,Record symptoms for next visit,3/29/2021,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,757c0f35-7afc-4376-a3a2-cb7a6d035703,6a0a4d57-c67c-4659-8e49-da88220a4104
b7be24b5-0393-442e-a1a8-fd9cae899a1f,Heart Murmur,Chemotherapy,,9/28/2020,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,e7d40515-138b-4b85-8626-933270cff1ff,30e5dac2-99e4-4a74-852e-b400c2018e19
7ed536ce-17e2-4a73-913c-f593c9042880,Obesity,Cold compress,,1/22/2016,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,6e4d32ce-b93e-45a3-a274-630e0dfbc61a,4d268e1f-3cdd-497c-a49c-bc6d75c3eeab
b1e9f177-d30c-4327-b698-282ecad2b2c4,Tumor,Behavior modification,Wear a cone for 5 days,1/21/2012,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,6dfda04c-3210-477b-bf6f-e57239a65844,a475c392-782c-4a95-a3d5-e0d6b81de409
d5980d36-e119-4007-aa97-6e130c6d2307,Anemia,Pain relief,Clean ears regularly,5/22/2021,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,484a1dec-c732-46d1-afaa-8d57e7ee642b,bc34e8da-60d8-4f6d-9d4f-de73f99c77d1
61e0e2ff-9331-4bde-ab22-8f7aeff29f4a,Kennel Cough,Joint supplements,Needs grooming every 2 weeks,6/9/2003,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,0ff6b598-972f-4f50-8c49-c0853cc53494,75139bb8-d800-42c7-9545-c9d3cfa628c1
67acf2ea-3dba-4a61-bd70-39461ecd065f,Obesity,Insulin injections,Keep away from other pets,12/19/2006,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,d31ff48b-8115-492f-9198-2071e6ce00a8,6cf5e671-a006-4a0a-a550-87b2a42e0123
1de0b4ae-f432-4769-bd15-c8cd0afac360,Tumor,Surgical intervention,Monitor for signs of infection,12/13/2007,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,a69aacbf-3964-4f3e-97e4-362789883077,9224d36c-02f0-4bbf-ba4e-534de88ecbc4
d2ab87e3-33df-4f1e-a3b9-38985e887e44,Ear Infection,Fluid therapy,Needs regular vaccinations,7/9/2005,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,662c16ed-055c-4647-ad20-b9d33e46f973,ee8a149b-b11c-477a-86a4-3dfbc1bd0cf9
8c8162b1-ca4d-4bfa-8c88-a6d5d8e1b29c,Worm Infestation,Vitamin supplements,Ensure sufficient hydration,4/11/2002,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,fc1918e4-2cb4-4297-ac17-4c7378f9d459,6cf5e671-a006-4a0a-a550-87b2a42e0123
7578d070-f257-43ef-8c2f-3baae1b8202d,Ringworm,Deworming,Keep pet's environment calm,6/21/2001,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,2d967b16-4415-47c2-8bd1-4dd6c6353df8,80e707c4-4c40-40f5-adc9-927fcae80f17
3a800137-f470-4734-a7bd-0cd12a543086,Anemia,Topical ointments,Limit treats,1/2/2024,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,da35e4f9-6fe9-457f-986d-f3f1fdac5393,956c1eba-3a3a-4144-93eb-bb682410af5b
0d969a41-0e20-4976-b1d9-86fb4149f308,Canine Parvovirus,Wound cleaning,Needs regular exercise,6/15/2002,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,73f34633-fc0a-4003-b10c-0b753fe4b144,95c9f549-e476-434d-b53f-87e302fddb14
bc70ce4d-167b-4043-b907-6734ce80b190,Hip Dysplasia,Antifungal treatment,,2/13/2021,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,d11793f1-c4a3-4f4b-b89b-1d4ec5196980,f43409fc-6e08-4b76-822a-b1f151010f5b
0b1587c0-919c-4dc7-ab4f-4300cfbde160,Mange,Eye drops,Wear a cone for 5 days,8/29/2017,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,857c7a84-2fed-453c-8705-8d6232a57c9c,aa52c7ec-b63d-48a0-bd96-8515b6cfc07e
efa58b6e-6f14-43b3-9389-86a5db093245,Fungal Infection,Surgery,Monitor weight regularly,4/13/2009,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,8376c56a-0b10-4421-a0ab-963b75795622,d15a3590-f9ff-4cce-a728-56d6221344ba
990b4e9d-4a34-469c-9d75-4f7ee58e52d3,Eye Infection,Pain relief,Keep pet indoors,8/22/2002,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,2018a24d-1c67-4e56-8a28-4baaa15c514e,1c42e31c-c28b-4345-8116-39641c629011
6bf98c1a-ceba-4f27-9108-673d8edb18ab,Obesity,Antibiotic cream,Apply ointment every 8 hours,8/21/2014,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,cec364de-f2d8-41ae-ab02-8876e9c8d3f6,b3fedd10-2923-4ed9-8bdd-5a24a3351072
3d84e258-ef1b-4458-8e04-8df96c390b1b,Diarrhea,Radiotherapy,Administer insulin after meals,7/1/2002,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,46617c5b-d0a3-4fb7-ad24-0e093db40b2e,80ba6dea-0188-4dcd-b625-2a6960147fca
d7c22999-cf05-42a7-9a19-b87761527842,Mange,Anti-inflammatory medications,Needs grooming every 2 weeks,5/27/2015,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,d6b84fb3-28eb-4e65-896b-d086fef6506b,105597e4-2d76-445a-9dbf-bde5a3b43468
11aff99c-ca36-4ff2-b711-8d663bb31c1a,Obesity,Nutritional therapy,Keep wound dry,5/6/2013,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,8ea2e63e-7f94-4a91-b6e8-59add5558d0f,7be01214-248a-4ca1-a35f-e6a24b140cb8
a1939e44-4062-4eec-bb13-b02aa6bebfe9,Tumor,Decompression therapy,Do not feed after 8pm,3/13/2018,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,7906d196-8ef1-49cc-8839-4c7b8eb7ef93,d15a3590-f9ff-4cce-a728-56d6221344ba
6685982a-a438-4353-886b-98a1476a0791,Vomiting,Laser therapy,Limit treats,8/13/2003,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,23a054f9-6f0c-472c-8d43-27198f683dd3,69aafdbd-6faa-404b-8997-7bbc6a2494e2
e5842ab5-1582-4333-af16-0713e8c8d265,Dental Disease,Steroid injections,Requires special diet,1/15/2019,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,b0df19e1-8d94-42ff-8c13-96e6c389501a,9028ba15-2fb3-4724-a2f6-dc3a41079583
9d7c055f-ab0b-4935-b5ea-14879c4b279a,Canine Parvovirus,Pain relief,Clean ears regularly,9/5/2007,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,55effc01-1faa-47ab-b7c0-c8d412b592f0,69aafdbd-6faa-404b-8997-7bbc6a2494e2
c9244f7e-fd70-4da5-b417-317a2b3d5628,Arthritis,Pain relief,Follow-up visit required,2/12/2002,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,7c9b7338-f994-4d4d-89be-728ab23744f6,4910bbcc-43c9-4354-9475-d68f3084f2c0
87c72039-a8db-41d4-891f-726c58209b8a,Kennel Cough,Chiropractic care,Follow-up visit required,9/19/2023,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,b3ad90cf-11cf-4bfb-884b-5b833766cc18,f43409fc-6e08-4b76-822a-b1f151010f5b
774ef8de-d60f-49e5-9122-332a605c52a1,Ear Infection,Hydration therapy,,8/26/2018,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,4a196194-f1e7-4bda-84f5-b10624b32665,d43a714f-e588-45a0-89db-17076cfbc3ab
38a7a2ac-4b12-4a52-a7ff-a5bb03c67d70,Anemia,Radiotherapy,Needs regular exercise,2/18/2025,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,3100e4e7-978f-4125-835b-9e0cff1b50c5,7be01214-248a-4ca1-a35f-e6a24b140cb8
564bfd52-b2a0-4da6-8a48-9b08db74c972,Cataracts,Anti-inflammatory medications,Monitor for signs of infection,7/15/2023,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,57493e0f-585d-4317-b747-ade7ab147773,d43a714f-e588-45a0-89db-17076cfbc3ab
b9e11748-37b1-4a2f-adea-27283d4bf0a1,Torn Ligament,Nutritional therapy,Check for swelling,12/22/2019,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,bac65d77-6f3d-40b9-a21f-d03fd7aa9411,6fa17213-2997-478f-88e3-7f421a65d670
21355512-5d33-4d86-9454-728f08effa9b,Allergies,Chemotherapy,Clean ears regularly,11/19/2012,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,4bc793d2-a334-4e1a-a9ae-9c87161bb818,ea3e2dde-50c4-4441-ad45-fbc007839840
2aa761ba-0005-4da3-a0da-385ff5837339,Fungal Infection,Hydration therapy,Check for swelling,7/17/2008,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,883831ce-2496-4d9d-b367-f969002f56fd,d3e25d60-5188-44d7-b270-9838793a6661
c1fca243-d49d-42ce-a42b-80568a5f8e1f,Anemia,Physical therapy,Limit water intake,12/3/2024,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,f661f30c-a53e-47c9-8b37-74342cf535c2,046e7437-99b9-4910-810c-ba512baf5dc9
fc48bda2-6d84-4383-bd83-504cce0f71c7,Heartworm Disease,Anti-inflammatory medications,Avoid direct sunlight,12/3/2009,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,4bb3809a-5fd0-4abe-8ad9-2255b9f61b5c,d01b7e67-8401-4e15-b7f3-a215096b478c
a00f5cd0-5342-459a-a60f-da970a63eab8,Vomiting,Wound cleaning,Administer insulin after meals,8/22/2003,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,f4925076-e5d4-4a26-8186-92f0fd5c6453,6b000f15-eaa0-4b50-84c5-386276863b15
9f95d1b1-44c5-438f-a116-fdc5b8578bbc,Urinary Tract Infection,Surgery,,11/1/2000,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,4271fc2f-2ce7-4c20-b39d-838ccda03f40,fdabea79-f3ff-4311-93b4-9976c17350f5
7961d053-5a2f-4bc0-8d54-9a076b84d5f9,Skin Infection,Hydration therapy,Needs regular vaccinations,1/20/2017,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,f2e50000-50e7-4a6b-a37e-8efe5b0b87a6,6b000f15-eaa0-4b50-84c5-386276863b15
90e3b2f4-21c7-4b28-979e-d2b0a7f85b24,Feline Upper Respiratory Infection,Fluid therapy,Ensure sufficient hydration,12/1/2022,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,112d3eec-d415-4b5b-b3e7-8ffcaba8b537,8b3bf1eb-e145-4462-b600-02bb14e25c69
1ff13d32-9d41-4130-9b52-2716a13f702f,Torn Ligament,Pain relief,Ensure sufficient hydration,12/30/2018,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,1a729b63-0d02-4804-a3fc-6edaaff81e3b,c754e3c3-83fb-442b-8366-702e27264941
dfda43cb-d65d-4ecd-bbc5-5f6c07742efd,Torn Ligament,Surgical intervention,Monitor appetite,2/19/2002,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,4d4083c5-b92d-45ca-a799-57e3c8091b07,06879170-70e7-47e0-804c-214d61f5d003
c0a68f44-6dc5-4dd3-ab57-a9071a0404e7,Diabetes,Skin creams,Avoid interaction with children until fully recovered,10/9/2019,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,e15531e5-e450-46f5-9afd-0cdde51c03e5,49b2f9ba-653b-442b-a78c-6e695e5bb98a
